crawltime,episode,extension,file_urls,files,hosturl,image_urls,images,updatetime,webtoonName
2021-12-07 15:43:05,86,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/5047/%EA%B7%B8_%EA%B2%B0%ED%98%BC_%EC%A0%9C%EA%B0%80_%ED%95%A0%EA%B2%8C%EC%9A%94_86%ED%99%94/1638670806346ehl88jpxcle.jpeg,,newtoon88.com,,,2021-12-05,그 결혼 제가 할게요
2021-12-07 15:41:54,352,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/1099/%EC%96%B8%EB%8D%B0%EB%93%9C%ED%82%B9_352%ED%99%94/16386700035341vbaj5lw3i1.jpeg,,newtoon88.com,,,2021-12-05,언데드킹
2021-12-07 15:43:07,53,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/5651/%ED%8F%AD%EA%B5%B0%EC%9D%98_%EA%B0%80%EC%A0%95%EA%B5%90%EC%82%AC%EA%B0%80_%EB%90%98%EA%B2%A0%EC%8A%B5%EB%8B%88%EB%8B%A4_53%ED%99%94/1638670776696ii65kcq19q.jpeg,,newtoon88.com,,,2021-12-05,폭군의 가정교사가 되겠습니다
2021-12-07 15:42:52,21,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/8598/%EA%B0%80%EB%93%9C%ED%8C%A8%EC%8A%A4_21%ED%99%94/1638670555131jdb3wj1992e.jpeg,,newtoon88.com,,,2021-12-05,가드패스
2021-12-07 15:43:03,87,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/4646/%ED%95%98%EB%A0%98%EC%83%9D%EC%A1%B4%EA%B8%B0_87%ED%99%94_%EB%AF%BF%EC%9D%8C(2)/163867086241583hosmrcyz7.jpeg,,newtoon88.com,,,2021-12-05,하렘생존기
2021-12-07 15:43:22,98,jpg,https://zzolboo85.com/data/file/download/img/2021-12-5/4318/%EB%A3%B0%EC%9D%84_%EC%9C%84%EB%B0%98%ED%95%98%EB%A9%B4_%EC%A0%88%EC%A0%95%EA%B9%8C%EC%A7%80_%EA%B0%80%EC%95%BC_%ED%95%B4_98%ED%99%94/16386708801053i5kbd64ih5.jpg,,newtoon88.com,,,2021-12-05,룰을 위반하면 절정까지 가야 해?!
2021-12-07 15:43:39,16,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/8635/%EC%BA%A0%ED%8D%BC%EC%8A%A4%EB%9F%AC%EB%B8%8C_16%ED%99%94/1638670403455myn0a05qpn9.jpeg,,newtoon88.com,,,2021-12-05,캠퍼스러브
2021-12-07 15:44:29,44,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/5599/%ED%8F%AD%EA%B5%B0%EC%9D%84_%EA%B8%B8%EB%93%A4%EC%9D%B4%EA%B3%A0_%EB%8F%84%EB%A7%9D%EC%B3%90%EB%B2%84%EB%A0%B8%EB%8B%A4_44%ED%99%94/1638671187416hrojgosnku.jpeg,,newtoon88.com,,,2021-12-05,폭군을 길들이고 도망쳐버렸다
2021-12-07 15:43:50,44,jpg,https://zzolboo85.com/data/file/download/img/2021-12-5/6630/%ED%98%84%EC%8B%A4%E3%85%85%E3%85%85_44%ED%99%94/16386708668521b8a3ff75r8.jpg,,newtoon88.com,,,2021-12-05,현실ㅅㅅ
2021-12-07 15:44:20,73,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/5423/%EB%8B%B3%EA%B3%A0%EB%8B%B3%EC%9D%80_%EB%89%B4%EB%B9%84_73%ED%99%94/1638671187666tlkdcqre7bn.jpeg,,newtoon88.com,,,2021-12-05,닳고닳은 뉴비
2021-12-07 15:43:46,60,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/5640/%EC%B2%9C%EC%9E%AC_%EC%9D%98%EC%82%AC_%EC%9D%B4%EB%AC%B4%EC%A7%84_60%ED%99%94/16386708641998apn787m3t6.jpeg,,newtoon88.com,,,2021-12-05,천재 의사 이무진
2021-12-07 15:44:44,71,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/5395/%EB%82%98_%ED%99%80%EB%A1%9C_%EC%A3%BC%EB%AC%B8_%EC%82%AC%EC%9A%A9%EC%9E%90_71%ED%99%94/1638671233943395hgn3dwqp.jpeg,,newtoon88.com,,,2021-12-05,나 홀로 주문 사용자
2021-12-07 15:44:08,244,jpg,https://zzolboo85.com/data/file/download/img/2021-12-5/1016/%EA%B3%A0%EC%96%91%EC%9D%B4_%EC%95%84%EA%B0%80%EC%94%A8%EC%99%80_%EA%B2%BD%ED%98%B8%EC%9B%90%EB%93%A4_244%ED%99%94/16386710331187mvlauvrzbq.jpg,,newtoon88.com,,,2021-12-05,고양이 아가씨와 경호원들
2021-12-07 15:44:48,194,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/2655/%EC%B2%9C%EC%95%A0%ED%98%91%EB%A1%9C_194%ED%99%94/1638671273853z3jvbbzunf.jpeg,,newtoon88.com,,,2021-12-05,천애협로
2021-12-07 15:44:38,65,jpg,"https://zzolboo85.com/data/file/download/img/2021-12-5/4745/Escape_Ray(%EC%9D%B4%EC%8A%A4%EC%BC%80%EC%9D%B4%ED%94%84,_%EB%A0%88%EC%9D%B4)_65%ED%99%94_%EC%8B%9C%EC%A6%8C3_1%ED%99%94/163867108434660ssjj06ybj.jpg",,newtoon88.com,,,2021-12-05,"Escape, Ray(이스케이프, 레이)"
2021-12-07 15:44:52,33,jpeg,https://zzolboo85.com/data/file/download/img/2021-12-5/6958/%EB%82%A8%EC%9D%98_%EC%82%AC%EB%9E%91_%EC%9D%B4%EC%95%BC%EA%B8%B0_33%ED%99%94_%EC%A0%9C%EC%9E%90%EB%A6%AC/1638671494249y1g6bd5mvqr.jpeg,,newtoon88.com,,,2021-12-05,남의 사랑 이야기
